,SMILES,UMAP_0,UMAP_1,global_cluster
4123,C#CCCCCCCCCCCCCCCCC(=O)O,8.671933,1.3795408,781
4124,C#CCCCCCCCCC(=O)O,8.370038,1.2585771,-1
4125,C#CCCCCCC(=O)O,8.253737,1.0722592,-1
4126,C=CCN=C=S,8.825787,1.0724133,947
4127,CC=CCN=C=S,9.30306,0.74235666,-1
4128,C=C=CCN=C=S,8.868599,0.7108691,321
4129,C=CCO,9.654167,0.5292009,-1
4130,C(C=CO)O,9.56819,-0.117628925,-1
4131,CC(C1=CC=CC=C1)N2C=NC=C2C(=O)OC,4.453505,-0.64764154,-1
4132,CC(C1=CC=CC=C1)N2C=NC=C2C(=O)O,4.607715,0.8365672,-1
4133,CCCCCCCCCCCC(=O)N(CCO)CCO,7.425577,2.0850654,-1
4134,CCCCCC(=O)N(CCO)CCO,7.808536,2.811501,-1
4135,CCCCCCCCCCCCCCCCCC(=O)N(CCO)CCO,7.812373,2.356426,520
4136,CCN(C(C)C)C(C)C,8.80029,3.1982946,-1
4137,CC(C)N(C(C)C)C(C)C,9.220158,2.4781356,-1
4138,CC(C)N(C)C(C)C,8.979829,2.752198,-1
4139,CC(C)N(C)C(C)(C)C,8.865401,2.5761085,-1
4140,CCC(CC)N(C(C)C)C(C)C,9.042184,3.1014693,425
4141,CCN(CC)C(C)C,9.14668,3.4717302,-1
4142,CCN(C)C(C)C,8.679806,3.4303458,-1
4143,CCCCN(C(C)C)C(C)C,9.15287,3.2031891,436
4144,CCCCCCCCN(C)C,8.793798,2.9948833,-1
4145,CCCCCCCCCCCCCCCCCCN(C)C,8.8019905,2.9112236,450
4146,CCCCCCCCCCCCCC[N+](C)(C)C,10.159114,1.952077,-1
4147,CCCCCCCCCCCCN(C)C,9.21994,3.0315676,-1
4148,CCCCCCCCCCCCCCCCN(C)C,9.009706,3.0520666,425
4149,C=N,9.344404,0.07645535,-1
4150,C1=CC(=O)N(C1=O)N,3.1394844,5.4821396,-1
4151,CCC(=O)N(N)N1C(=O)C=CC1=O,3.8975432,4.790648,-1
4152,C1=CC(=O)N(C1=O)NN2C(=O)C=CC2=O,3.2184272,5.298731,-1
4153,C1=CC(=O)N(C1=O)N=NN,2.9897797,5.3312755,-1
4154,C1=CC=C2C=C(C=CC2=C1)CCN,1.1532339,0.32986858,-1
4155,C1=CC=C2C(=C1)C=CC=C2CCCN,-0.08978163,1.155961,-1
4156,C1=CC=C2C(=C1)C=CC=C2C#CCN,-0.24570562,0.84479016,-1
4157,C1=CC=C2C=C(C=CC2=C1)CCCN,1.3511835,0.2194951,-1
4158,C1=CC2=C3C(=C1)C(=O)NC(=O)C3=C(C=C2)N,-0.30819845,4.9910545,-1
4159,CC1=CC=CC=C1NC2=C3C=NN(C3=NC=N2)C4=CC=CC=C4,0.8305783,3.7590523,-1
4160,CCCCS(=O)(=O)Cl,8.816437,2.2978935,-1
4161,CCCSS(=O)(=O)CCC,8.86207,2.2989073,-1
4162,CCCCS(=O)(=O)[O-],8.884613,2.4518764,-1
4163,CCC(C)S(=O)(=O)Cl,9.231186,2.2880583,-1
4164,CCCCCCOC1=CC=CC=C1C(=O)N,0.16232653,-0.6014271,4149
4165,CCOC1=CC=CC=C1C(=O)N,0.39179143,-0.47350803,4168
4166,COC1=CC=CC(=C1)C(=O)N,2.1087296,-1.1719896,-1
4167,COC1=CC=C(C=C1)C(=O)N,2.3372138,-1.4651226,-1
4168,COC1=CC=CC=C1C(=O)N,0.20296948,-0.013118167,4163
4169,COC1=CC=CC=C1C(=O)NN,0.4686098,-0.14952172,-1
4170,C=CCOC1=CC=CC=C1C(=O)N,0.30782506,-0.34563616,4172
4171,C1=CC=C(C=C1)OC2=CC=CC=C2C(=O)N,0.30343157,0.10941458,-1
4172,C1=CC=C(C=C1)COC2=CC=CC=C2C(=O)N,0.61586165,-0.6637431,-1
4173,COC1=CC=CC(=C1OC)C(=O)N,-0.3702949,0.062716246,3598
4174,CC1=C(C=CC(=C1)C(=O)OC)C(=O)OC,-0.19420457,0.6999131,-1
4175,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)OO3,0.74815,7.435689,-1
4176,CC12C3=CC=CC=C3C(C4=CC=CC=C41)(OO2)C,1.2697251,7.9370637,-1
4177,C1C2=CC=CC=C2C(C3=CC=CC=C31)OO,0.38903067,7.8513584,-1
4178,C1=CC=C2C(=C1)C3=C4C(=CC=C5C4=C(C=C3)C=CC5=O)C2=O,-0.11961868,5.258143,2193
4179,COC(=O)C1=CC=CC=C1N,0.4846867,1.1247088,-1
4180,C1=CC=C(C(=C1)C(=O)O)N,0.4141064,1.0765287,-1
4181,CC1=C(C(=CC=C1)C(=O)O)N,0.84623265,1.0919917,5066
4182,C1=CC(=C(C=C1F)N)C(=O)O,0.7122803,1.130636,-1
4183,C1=CC(=C(C(=C1)F)C(=O)O)N,0.34643245,1.1289145,-1
4184,C1=CC(=C(C=C1F)C(=O)O)N,0.7671011,1.1119928,-1
4185,CC1=CC(=C(C=C1)C(=O)O)N,0.44015977,1.3232449,-1
4186,C1=CC=C(C=C1)C(C2=CC3=CC=CC=C3C=C2)O,1.8696481,-0.8001464,-1
4187,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)CO,-1.217964,1.5827882,-1
4188,C1C(C=CC2=C1C=C3C=CC4=C5C3=C2C=CC5=CC=C4)O,-0.47350416,5.688526,-1
4189,CC(C1=CC2=CC=CC=C2C=C1)O,1.3858072,-0.62476915,-1
4190,CN1CCCC1=O,3.5410845,5.5193377,-1
4191,CCN1CCCC1=O,3.9077828,5.2041087,-1
4192,CCCCN1CCCC1=O,3.7733645,5.3158097,-1
4193,CC(=O)N1CCCC1=O,3.9065316,5.521344,-1
4194,CCN1C(=O)CCC1=O,3.9906003,5.6464458,-1
4195,CCCC(=O)N1CCCC1,5.765631,3.7308657,2158
4196,CC1CCN(C1=O)C,3.935235,5.994061,2849
4197,CC(=O)N1CCCC1,5.396367,4.6887617,-1
4198,CC(C)N1CCCC1=O,3.7206483,5.486982,-1
4199,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,2.6356623,-0.5804863,-1
4200,CC(=O)C1=CC=C(C=C1)N(C)C,2.4266756,-0.48859817,-1
4201,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,2.7877243,-0.98274595,-1
4202,CN(C)C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2,3.2821598,-1.3796169,-1
4203,CC(=O)CCC1=CC=CC=C1,5.078716,-0.31612176,-1
4204,CC(C)CC(=O)CC1=CC=CC=C1,4.9936643,-0.27706298,-1
4205,C1=CC=C(C=C1)C2=CC(=O)C=CC2=O,1.3006133,6.3847084,-1
4206,C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,4.876722,-0.16464396,-1
4207,CCCC(=O)C(CC)CC1=CC=CC=C1,5.040976,-0.71911573,-1
4208,C1CC(=CC(=O)C1)C2=CC=CC=C2,1.8361536,6.0058503,-1
4209,[AsH3],,,-1
4210,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,7.5771527,8.672975,-1
4211,C1=CC=C(C=C1)OS(=O)(=O)N,2.6675584,-1.9023081,-1
4212,C1=CC=C(C=C1)OS(=O)(=O)Cl,2.6997569,-1.8856761,-1
4213,C1=CC=C(C=C1)OS(=O)(=O)F,2.8517923,-1.8378264,-1
4214,[H+].C1=CC=C(C=C1)[O-],3.2721853,-1.4139866,-1
4215,C1=CC=C(C=C1)O[As](O)O,2.8154624,-1.9553274,-1
4216,C1=CC=C(C=C1)OS(=O)(=O)[O-],2.5658655,-1.8763137,-1
4217,CC1=CC(=C(C=C1)N=NC(C(=O)C)C(=O)NC2=CC=CC=C2)[N+](=O)[O-],-1.3033371,-0.1958731,-1
4218,CC1=CC(=C(C=C1)NC(=O)CC(=O)C)[N+](=O)[O-],-1.342397,-0.20738062,-1
4219,CC1=C(C(=NN1C2=CC=CC=C2)C)N,0.8627451,4.3248243,3390
4220,CC1=CC(=NN1C2=CC=CC=C2N=[N+]=[N-])C,0.8682938,3.8789802,4185
4221,CC1=C(C(=NN1C)C)N=NC2=CC=CC=C2,1.5169489,3.48957,-1
4222,CC1=CC(=[N+](N1C2=CC=CC=C2)C)C,0.48950002,4.578155,-1
4223,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,9.185798,-0.40819192,-1
4224,CC(C)C12CCC(C=C1)(OO2)C,6.248957,8.257739,-1
4225,CC(CCC=C(C)C)C12CCC(C=C1)(OO2)C,9.383943,-0.48257625,-1
4226,CCCN1C=C(N=C1)CC(C(=O)O)NCCN,3.6477802,2.875702,-1
4227,C[N+](C)(C)C(CC1=CN=CN1)C(=O)O,5.77531,1.7174101,-1
4228,CC(C)CC(C(=O)NC(CC1=CN=CN1)C(=O)O)N,5.9238358,1.6229116,-1
4229,COC1=CC=C(C=C1)C(=O)C=CC2=CC=CC=C2,1.8709725,-2.0901191,-1
4230,CC1=CC(=CC=C1)C(=O)C2=CC(=C(C=C2)OC)C,1.6195452,-0.21511188,-1
4231,COC1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2,2.444718,-1.5232803,-1
4232,COC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,2.314455,-1.4840559,-1
4233,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,-1.3973532,5.565424,-1
4234,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,-1.2613649,5.369118,86
4235,CC1=C2C=NC=CC2=CC=C1,-0.82941246,2.1967661,-1
4236,C1=CC=C2C(=C1)C(=CC3=C2C=NC=C3)C#N,-0.6155814,2.3329465,4959
4237,CC1=CC2=C(C=C1)C=CN=C2,-0.89416873,2.2522368,-1
4238,C1=CN=[Si](C=C1)O,2.231135,1.8645209,4717
4239,C1=CC=C(C=C1)N=NC2=CC=CC=C2,2.8626468,-1.4061428,-1
4240,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,2.5588205,-1.2007791,2469
4241,C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-],3.091679,-1.5123609,-1
4242,C1=CC=C(C=C1)NN=NC2=CC=CC=C2,3.4352753,-0.80169827,-1
4243,C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)N,2.2073798,-0.80758584,3261
4244,CN(C)N=NC1=CC=CC=C1,3.2147815,-1.2777823,-1
4245,C1=CC=C(C=C1)N=C=NC2=CC=CC=C2,2.7057436,-1.2154106,-1
4246,C1=CC=C(C=C1)N=[N+]=[N-],-0.30054775,0.65884036,-1
4247,CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C,-0.014740703,0.19164181,-1
4248,CCC1=CC2=C(C=CC2=C(C=C1)C)C,0.010481336,1.9511184,-1
4249,C1=CC=C2C=CC=C2C=C1,0.38090152,1.6104366,-1
4250,CC1=CC(=C2C=CC=C2C(=C1)C)C,-0.620517,2.761732,4649
4251,CC1=C2C=CC(=C2C=C(C=C1)C(=C)C)C,0.75205755,0.049112044,-1
4252,CC1=CC=C2C=CC=C2C=C1,0.4457748,1.817484,5017
4253,C1=CC=C(C=C1)C2=CC3=CC=CC=CC3=C2,-0.1655118,1.9119642,5157
4254,CC1=CC=CC=C2C1=CC=C2,-0.7085306,2.5159118,-1
4255,CC1=C2C=CC=C2C(=CC=C1)C,-0.7006526,3.0369682,-1
4256,C1=CC=C(C=C1)CC2C3=CC=CC=C3C4=CC=CC=C24,1.3664966,7.15346,-1
4257,C1=CC=C(C=C1)C=O,2.1951933,-1.6788177,1050
4258,CC1=CC=C(C=C1)C=O,1.5639571,-1.0697598,-1
4259,CC1=CC=CC=C1C=O,0.20920677,-0.74662685,-1
4260,CC1=CC(=CC=C1)C=O,1.4594095,-1.0121526,-1
4261,CCC1=CC=C(C=C1)C=O,2.295448,-0.6114579,-1
4262,C1=CC(=CC=C1C=O)F,1.1901019,-0.95567554,-1
4263,CC(C)C=C(C=O)C1=CC=CC=C1,3.9478955,-1.7975482,-1
4264,B(C1=CC=C(C=C1)C=O)(O)O,1.4314921,-0.6396836,3436
4265,C1=CC=C(C(=C1)C=O)F,-0.4509794,0.43665397,-1
4266,C1=CC(=CC(=C1)C=O)C=O,0.9106197,-0.8293523,-1
4267,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,0.6395112,0.9634985,5298
4268,CC1=CC(=CC=C1)C(=O)[O-],2.506593,-0.11370535,-1
4269,B(C1=CC(=CC(=C1)C(=O)O)C(=O)O)(O)O,-0.027069101,0.81981736,-1
4270,CC1=CC(=CC(=C1)C(=O)O)C(=O)O,0.2924846,0.60883695,-1
4271,C1=C(C=C(C=C1C(=O)[O-])C(=O)[O-])C(=O)[O-],0.4354045,1.0624006,5210
4272,C1=CC=CC=C1,3.305431,-1.7562412,104
4273,C1=CC=C(C=C1)P,3.4046094,-1.5641707,-1
4274,C1=CC=C(C=C1)[Se]Br,3.606201,-1.4515853,-1
4275,C1=CC=C(C=C1)[Se]Cl,3.544158,-1.5364472,-1
4276,CC1=C(C2=C(C=CC=N2)C=C1)N,-0.9171765,2.6016824,-1
4277,CC1=NC2=C(C1(C)C)C=CC3=C2N=CC=C3,-0.87116164,2.2238297,-1
4278,CN(C)C=NC1=CC=CC2=C1N=CC=C2,-0.6844298,1.9033772,4281
4279,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,0.39984676,1.8783873,-1
4280,C1=CC=C2C(=C1)NC=N2,-1.5155462,2.7677047,-1
4281,C1=CC=C2C(=C1)NC(=N2)N,-2.2888312,3.5142338,135
4282,C1=CC2=C(C=C1Cl)NC=N2,-1.7199926,2.755472,-1
4283,C1=CC=C2C(=C1)N=CN2CCCN,-1.5718151,4.505482,-1
4284,C1=C(C(=CC2=C1NC=N2)N)N,-1.6427791,2.7777793,-1
4285,C1=CC=C2C(=C1)NC(=N2)CCCCCN,-2.343883,3.596913,-1
4286,C1=CC=C2C(=C1)NC(=N2)CC#N,-2.488308,3.5247145,-1
4287,C1=CC2=C(C=C1F)NC(=N2)N,-1.7243338,3.129961,-1
4288,C1=CC=C2C(=C1)NC(=N2)N=[N+]=[N-],-2.4483383,3.5830638,-1
4289,CCN1C2=CC=CC=C2NC1=O,-1.3834977,4.154449,-1
4290,C1CNCC=C1N2C3=CC=CC=C3NC2=O,-1.4515153,4.2808013,1098
4291,C1=CC=C2C(=C1)NC(=O)N2,-1.9541428,3.0718553,-1
4292,C1=CC=C(C=C1)N2C3=CC=CC=C3NC2=O,-1.0904473,4.2268524,-1
4293,CC(=C)N1C2=CC=CC=C2NC1=O,-1.8524055,3.859068,-1
4294,C1=CC2=C(C=C1N)NC(=O)N2,-1.558772,2.7166095,-1
4295,C1=CC=C2C(=C1)NC(=O)N2O,-1.4959441,3.9537902,-1
4296,CN1C2=CC=CC=C2NC1=O,-1.3931206,3.952401,-1
4297,C1=CC=C2C(=C1)NC(=N2)C3=C(N=CC=C3)N,-2.1214364,3.4560082,-1
4298,C1=CC=C2C(=C1)C=CN3C2=NC4=CC=CC=C43,-1.0692914,4.020128,-1
4299,C1=CC=C2C(=C1)C3=CC=CC=C3N4C2=NC=C4,-0.7848922,3.9121985,-1
4300,C1C=NC2=C(C1=O)C3=CC=CC=C3C=C2,-0.8363726,4.5390964,-1
4301,CC(C)(C)C1=C(C=CC(=C1)OC)O,-0.45672646,-0.04898732,-1
4302,CC(C)(C)C1=C(C=CC(=C1)O)OC,-0.5832554,-0.089463055,-1
4303,CC1CCC2=C(O1)C=CC(=C2)O,-0.49430266,6.7765613,-1
4304,C(=CC#N)C#N,8.352517,-0.6108364,-1
4305,C(=CC#N)C#CC#N,8.351279,-0.3110004,-1
4306,C1C(C2C3=CC=CC=C3C1C4=CC=CC=C24)C#N,0.99034095,7.3458333,-1
4307,CC1=CC2=C(C3=C1C=CC=N3)N=CC=C2,-0.7491088,2.3109822,-1
4308,CC1=C(C2=C(C3=C1C=CC=N3)N=CC=C2)C,-0.93097186,2.559664,-1
4309,CC1=CC2=NC=C(N=C2C=C1C)Cl,-0.77372956,2.6738436,-1
4310,CC1=CC2=NC=CN=C2C=C1C,-0.9531323,2.7933507,-1
4311,C1=CC=C(C=C1)C2=C3C=CC=C(C3=NC=C2)N,-0.7186258,2.6439745,-1
4312,C1=CC=C2C=C3C(=CC2=C1)N=CC=N3,-0.52785033,2.8531678,-1
4313,CC1=CC(=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O)C,-0.7714367,2.750661,4921
4314,C1=CC=C2C(=C1)C=CC(=N2)C(=O)[O-],0.4840764,2.2409694,-1
4315,C1=CC2=C(C(=C3C=CC=NC3=C2N=C1)N)N,-0.9264721,2.4545538,-1
4316,C1=CC=C2C(=C1)C3=C(C=CC=N3)C4=NC=CN=C24,-0.92849576,2.475886,-1
4317,C1=CC2=C3C=CC=NC3=C4C(=C2N=C1)C=CC=N4,-1.2988149,2.8615348,-1
4318,C1=CSC2=CC3=C(C=C21)SC=C3,-0.9585489,1.7404866,-1
4319,C1=CC2=C(C=CS2)C3=C1SC=C3,-0.73130286,1.983648,-1
4320,C1=CC=C2C(=C1)C=CO2,-1.0987407,1.7911144,-1
4321,C1=CC=C2C(=C1)C=C(O2)C=O,-2.3607337,1.9632739,-1
4322,CC1=C(OC2=CC=CC=C12)C,-1.989756,2.273323,-1
4323,CC1=CC2=CC=CC=C2O1,-2.3000915,1.9597933,396
4324,C1=CC2=C(C=CO2)C=C1C=O,-0.92684686,1.7174823,-1
4325,C1=CC=C2C(=C1)C=C(O2)C#N,-2.0845752,1.9985815,-1
4326,C1=CC=C2C(=C1)C=C(O2)Br,-2.3346794,2.088409,-1
4327,CC1=COC2=CC=CC=C12,-1.285631,1.6101397,-1
4328,B(C1=COC2=CC=CC=C12)(O)O,-1.2109921,1.5866416,-1
4329,C1=CC=C2C(=C1)C3=C(O2)C=CC4=C3NC=C4,-1.8458668,2.331177,-1
4330,C1=CC=C2C(=C1)C3=C(N2)C4=C(C=C3)OC=C4,-2.0981226,2.9399767,797
4331,C1=CC=C2C(=C1)C3=C(O2)C4=C(C=C3)NC=C4,-1.8618826,2.309284,-1
4332,C#CC1=CC2=C(C=CO2)N=C1,0.11151208,1.9984926,-1
4333,C1=CC2=C(C3=C(O2)C=CC(=C3)N)N=C1,-1.1188424,2.648504,3375
4334,C1=CC=C2C(=C1)C=C3C(=CC=N3)O2,-2.2293482,2.108189,-1
4335,C1=CC=C2C(=C1)C3=C(O2)C=CC=N3,-1.634434,2.8175726,-1
4336,C1=CC=C(C=C1)C(=O)O,3.2709568,-1.352237,-1
4337,C1=CC(=CC=C1C=O)C(=O)O,2.2086246,-1.0024348,-1
4338,C1=CC=C(C(=C1)C(=O)O)S,0.3983259,1.0266944,-1
4339,CC1=CC(=CC(=C1)C(=O)O)C,0.4361631,0.85268426,-1
4340,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,3.6979167,-1.6423643,-1
4341,CC(C)(C)OOC(=O)C1=CC=CC=C1,3.8417308,-1.6752574,-1
4342,C1=CC=C(C(=C1)C(=O)O)F,0.6945674,0.97477007,5298
4343,C1=CC=C(C=C1)C(=O)[O-],3.3917866,-1.3349152,-1
4344,B(C1=CC=C(C=C1)C(=O)O)(O)O,2.1109993,-0.7293252,-1
4345,CC(=O)OOC(=O)C1=CC=CC=C1,3.7999775,-1.7869978,-1
4346,C1=CC(=CC(=C1)C#N)C#N,1.5851729,0.023139596,-1
4347,C1=CC=C(C=C1)C#N,2.1312773,-0.38289106,-1
4348,CC1=CC(=CC=C1)C#N,1.6738863,0.1495791,-1
4349,C1=CC=C(C=C1)CC#N,1.5689783,0.10734246,-1
4350,CC1=CC=CC=C1C#N,0.12599385,1.9372995,-1
4351,CC1=CC=C(C=C1)C#N,2.2724261,-0.20991106,-1
4352,C1=CC=C(C(=C1)C#N)C#N,0.21298829,1.4122635,-1
4353,C1=CC=C(C=C1)CCC#N,4.1199594,-0.39223948,-1
4354,C1=CC(=CC=C1C#N)C#N,2.0642588,-0.37608883,-1
4355,C1=CC(=O)C=CC1=O,2.2015162,7.4957595,-1
4356,CC(=O)C=CC(=O)C,7.9143867,-0.4898431,-1
4357,C1C=CC(=O)C=C1,2.921042,7.091707,-1
4358,C1=CC(=O)C(=CC1=O)F,1.797578,6.950766,2864
4359,C1=CC=C2C(=C1)N=NS2,-1.9888563,2.7064593,-1
4360,C1=CC2=C(C=C1N)SN=N2,-1.0743812,2.54089,-1
4361,C1=CC2=C(C=C1N)N=NS2,-0.91826344,2.5846639,-1
4362,C1=C2C(=CC(=C1F)F)SN=N2,-1.1327493,2.1365392,-1
4363,C1=CC=C2C(=C1)N=[N+](S2)[O-],-2.1123157,3.0948648,-1
4364,C1=CC2=NS[S+]=C2C=C1,-1.5141376,3.1803935,-1
4365,C1=CC(=C2C(=C1)N=NS2)N,-0.9928509,2.1574671,-1
4366,C1=CC=C2C(=C1)N=C(S2)SCSC#N,-2.440395,2.9492292,-1
4367,C1=CC=C2C(=C1)N=CS2,-1.0558752,2.288187,3564
4368,CSC1=NC2=CC=CC=C2S1,-2.2670252,3.060983,-1
4369,C1=CC2=C(C=C1N)SC=N2,-1.0108284,2.2291508,3563
4370,C1=CC=C2C(=C1)N=C(S2)Br,-2.4177513,2.9482327,-1
4371,C1=CC=C2C(=C1)N=C(S2)Cl,-2.2033503,2.913161,-1
4372,CC1=CC(=C(C=C1)C)C2=NC3=CC=CC=C3S2,-1.7669314,3.2759562,-1
4373,C=CC1=CC=C(C=C1)C2=NC3=CC=CC=C3S2,-2.296405,2.9211552,-1
4374,C1=CC=C2C(=C1)C=CS2,-1.030125,1.7521534,-1
4375,B(C1=CC2=CC=CC=C2S1)(O)O,-2.148147,1.9231173,395
4376,B(C1=CSC2=CC=CC=C12)(O)O,-1.2614655,1.2482675,248
4377,CC1=CC2=C(C=C1)SC=C2,-1.0741968,1.7840668,-1
4378,CC1=CSC2=CC=CC=C12,-1.4123579,1.3759655,794
4379,CC1=CC2=CC=CC=C2S1,-2.1934628,2.08615,-1
4380,CC1=C2C(=CC=C1)C(=CS2)C,-1.207609,1.8533831,-1
4381,C1=CC=C(C=C1)C2=CC=CS2,0.067647286,3.4427066,-1
4382,CC1=NC2=CC=CC=C2O1,-1.9964724,3.189738,-1
4383,C1=CC=C2C(=C1)N=C(O2)Cl,-2.1721182,3.441506,-1
4384,C1=CC=C2C(=C1)N=CO2,-1.1022915,2.9213912,-1
4385,CSC1=NC2=CC=CC=C2O1,-2.1499686,3.0195146,797
4386,C1=CC2=C(C=C1Cl)N=CO2,-1.3788804,2.394469,-1
4387,C1=CC=C2C(=C1)N=C(O2)C#N,-2.1244218,3.3654268,-1
4388,CCC1=NC2=CC=CC=C2O1,-2.149806,3.2362177,267
4389,C1=CC2=C(C=C1Br)N=CO2,-1.0823884,2.3552785,-1
4390,C1=CC2=C(C(=C1)Br)N=CO2,-1.2284294,2.5511663,-1
4391,C1=CC2=C(C=C1Br)OC=N2,-1.015632,2.767869,-1
4392,CC1=CC=C(C=C1)C=C,2.0764627,-1.6623416,-1
4393,CC1=CC=C(C=C1)C,2.6398103,-1.052408,-1
4394,CC1=CC(=CC(=C1)C)C,0.60072106,0.7184569,-1
4395,CCC1=CC(=CC=C1)CC,1.7257444,-0.37413147,-1
4396,CC1=CC(=CC=C1)C=C,1.3317974,-1.2985044,-1
4397,CCCCCC1=CC=CC=C1,4.0331306,-0.10286843,-1
4398,CC1=CC(=CC=C1)F,2.3700113,-0.13920295,-1
4399,CC1=CC=C(C=C1)F,2.5787256,-0.80179775,4338
4400,CCC(C)C1=CC=CC=C1,4.07405,-1.1088026,-1
4401,CCC1=CC=CC=C1CC,0.82367724,1.025755,-1
4402,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,4.030695,-2.0351188,-1
4403,C1CCC(CC1)C(C2=CC=CC=C2)(C(=O)O)O,4.3918724,-0.9015534,-1
4404,CC(C1=CC=CC=C1)(C(=O)O)O,3.7709923,-1.9482918,-1
4405,CCC(C1=CC=CC=C1)(C(=O)O)O,4.243092,-2.0002136,-1
4406,C1=CC=C(C=C1)C=NO,2.2193239,-2.053089,561
4407,C1=CC=C(C=C1)C=NN=C(N)N,1.8891715,-2.1514976,-1
4408,C1=CC=C(C=C1)CC=N,5.0139275,-1.1021509,-1
4409,C1=CC=C(C=C1)C=N,2.3676293,-2.3171327,-1
4410,C1=CC=C(C=C1)C=[N+]=[N-],2.5592263,-2.434129,-1
4411,C1=CC=C(C=C1)C=CC=N,2.4409056,-2.5569148,-1
4412,CC(C)(C)C1=C(C=CC(=C1)O)O,-0.029923106,0.63235897,-1
4413,CCCCCC1=C(C=C(C=C1)C)O,0.2099046,0.79987466,-1
4414,CC(C)(C)C1=CC(=C(C=C1O)C(C)(C)C)O,-0.52781004,0.5292686,-1
4415,CC1=CC(=C(C=C1)C(C)(C)C)O,-0.39865986,0.3968985,-1
4416,CCC(C)(C)C1=CC(=C(C=C1O)C(C)(C)CC)O,0.30819306,0.37873948,4096
4417,CC1=CC(=C(C=C1O)C(C)C)O,-0.40074766,0.48642492,-1
4418,CC1=CC(=C(C(=C1O)C)C)O,-0.6834124,1.0669249,3202
4419,CC(C)C1=CC(=C(C=C1)C(C)C)O,0.08806758,0.03306952,-1
4420,CC(C)(C)C1=CC(=C(C=C1)C(C)(C)C)O,-0.5692161,0.47308517,-1
4421,CC(=O)C(=O)C,8.157628,-0.17884704,-1
4422,C1C(O1)C2=CC=CC=C2,2.230095,7.2869606,-1
4423,C1=CC=C(C=C1)COCC2=CC=CC=C2,5.437361,-0.36039996,-1
4424,CC1=CC(=CC=C1)C2CO2,1.6029379,5.9091854,3081
4425,CC1(CO1)C2=CC=CC=C2,2.3455453,8.118913,-1
4426,CC1C(O1)C2=CC=CC=C2,2.1645358,7.167225,-1
4427,CC1=CC=C(C=C1)C2CO2,1.969893,5.877939,-1
4428,C1=CC=C(C=C1)C2C(O2)C3=CC=CC=C3,2.1177492,7.315337,-1
4429,C1CCC(=CC=C2CCCCC2)CC1,3.6296957,6.4388275,-1
4430,C1CCC2=CCCC=C2C1,2.2480524,5.8743567,3129
4431,C1CCC(=C2CCCC=C2)CC1,3.0381477,7.166712,-1
4432,CC1=NC=CN1,3.747077,1.6649194,-1
4433,C1=CN=C(N1)C2=NC=CN2,0.8795144,1.9875551,-1
4434,CNCC1=NC=CN1,4.3105283,1.7709165,-1
4435,C1=CN=C(N1)CN,4.594538,1.6390549,2618
4436,CN1C=CN=C1C2=NC=CN2,1.6103543,3.0103576,-1
4437,C1=CC(=CC(=C1)O)C2=CC3=C(C=C2)C=C(C=C3)O,-0.66989535,1.9001093,4281
4438,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C=CC(=C4O)O,-1.1764725,1.5424559,-1
4439,CC1=C(C=CC2=C1CCC3=C2C(=CC(=C3)O)C=C)O,-1.3304973,4.061442,-1
4440,C1=CC=C2C=C3C=C(C=CC3=CC2=C1)O,-0.8293252,1.6393689,-1
4441,C1=CC=C2C(=C1)C=CC3=C2C=CC=C3O,-1.2704804,1.4603033,1011
4442,C1=CC=C2C(=C1)C3=CC=CC=C3C(=C2N)N,-1.2033756,2.3094428,3564
4443,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C=CC(=C4)N,-1.3940532,1.9753714,-1
4444,C1=COC(=N1)C(=O)N,1.4007797,2.372924,4360
4445,C1=COC(=N1)C2=NC=CO2,1.0260314,2.4559495,-1
4446,C#CC1=CC=C(C=C1)C2=CC=CC=C2,1.2552273,0.3886016,-1
4447,CC#CC1=CC=C(C=C1)C2=CC=CC=C2,2.2330606,-1.1097761,-1
