SMILES,CID,xtb_T1,xtb_S1,TDDFT_T1,TDDFT_S1,T1err,S1err,xtb_S1_fL,TDDFT_S1_fL,S1fLerr,xtb_ML_T1,xtb_ML_S1
C1COC2=C(SC=C2O1)C=O,3540090,2.817,3.743,2.6853,3.655846,-0.13170000000000037,-0.08715399999999995,0.1608,0.000285,-0.160515,2.822171451327145,3.8213901845063742
CSP1(=O)OCC2=CC=CC=C2O1,152250,4.428,4.817,3.6906,5.104723,-0.7374,0.28772299999999973,0.0299,0.013515,-0.016385,3.6717727542356724,4.777235573088683
C1=CSC=[N+]1[O-],15179916,2.201,3.433,2.3534,4.21593,0.1524000000000001,0.7829300000000003,0.0002,0.066548,0.06634799999999999,2.1394620546917906,4.188069318032121
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,1978,2.916,3.568,2.8684,3.508508,-0.04760000000000009,-0.0594920000000001,0.1477,0.001777,-0.145923,2.6324269493427614,3.5700584247075344
CC1=CC2=CC=CC=C2C3=C1C4=CC=CC=C4C=C3,19427,3.133,3.76,2.4668,3.662961,-0.6661999999999999,-0.09703899999999965,0.0124,0.058139,0.045739,2.3986061537060377,3.552544727491691
COC1=NC=NC2=C1NC=N2,70632,3.991,4.949,3.8736,4.847975,-0.11739999999999995,-0.10102499999999992,0.0011,0.001476,0.00037600000000000003,3.6754139569255755,4.956628374975267
CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC,6819,4.515,4.673,3.4209,4.642237,-1.0940999999999996,-0.030763000000000318,0.0142,0.028487,0.014286999999999998,3.538824837544037,4.635170899836496
C1=CC=C2C(=C1)C(=CN2)CCC(=O)O,3744,3.689,4.505,3.2397,4.677946,-0.44930000000000003,0.1729460000000005,0.0944,0.06864,-0.02575999999999999,3.2089868264382293,4.620259504011882
CCCC(=O)C1=CC=CO1,228588,3.149,4.052,2.9705,3.837395,-0.1785000000000001,-0.2146049999999997,0.0,8e-06,8e-06,2.878191085212396,3.939835696423437
CC1CO1,146261,6.69,6.695,6.7387,6.905137,0.0486999999999993,0.21013699999999957,0.021,0.021591,0.0005909999999999978,6.566418569493663,6.699866790769985
C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,216326,3.406,3.993,3.2924,4.289515,-0.11359999999999992,0.29651499999999986,0.0962,0.071602,-0.024597999999999995,3.0326714445408185,3.915002517852683
C1=CC(=CC=C1C=O)C(=O)O,12088,3.717,3.722,2.9867,3.483771,-0.7303000000000002,-0.23822900000000002,0.0005,4.9e-05,-0.000451,3.0565179652720893,3.492389504372304
CC1=CC2=C3C=C(C=CC3=C2C=C1)C,12334444,2.726,3.2,2.2397,3.278922,-0.48629999999999995,0.07892199999999994,0.0019,0.000541,-0.001359,2.4083729440101043,3.364332547313637
CC1(CC(CC(N1CC2CO2)(C)C)O)C,22323165,5.249,5.284,4.7397,4.778354,-0.5092999999999996,-0.5056459999999996,0.0148,0.010356,-0.004444,4.831749135644117,4.91820006487692
C1=CC=C(C(=C1)F)F,9706,4.74,5.076,3.78,5.327813,-0.9600000000000004,0.2518130000000003,0.0137,0.014289,0.0005889999999999992,3.6549961439021894,5.348013641357816
CN1C=NC2=C1N=CC(=C2)C#CC3=CC=CC=C3,50914184,3.653,4.396,2.7274,3.899374,-0.9256000000000002,-0.496626,0.6859,0.668918,-0.01698199999999994,2.8141999797780324,3.9715369633536963
CC(C)N=CNC1=CC=C(C=C1)C2=CN=CN2,71263,3.306,4.233,2.8445,3.986671,-0.4615,-0.2463289999999998,0.046,0.343113,0.297113,2.8407858583288053,4.131262040910022
COCOC1=CC2=C(C=C1)OCO2,10678985,3.555,4.249,3.4648,4.535055,-0.09020000000000028,0.28605500000000017,0.1152,0.092403,-0.022796999999999998,3.3408319268144377,4.4848199534348785
CC1CCC2=C(O1)C=CC(=C2)O,15729798,3.632,4.33,3.5099,4.463496,-0.1221000000000001,0.13349600000000006,0.1042,0.060337,-0.043863,3.3550188243484103,4.543591538999077
C1=CC=C(C=C1)PC2=CC=CC=C2,70017,4.942,5.029,3.5987,4.640871,-1.3433000000000002,-0.38812900000000017,0.001,0.030274,0.029273999999999998,3.5368498095203487,4.577912280908672
C1=CC=C(C=C1)CCNC2=NC=NC3=C2NC=N3,756669,3.563,4.47,2.8409,4.21305,-0.7221000000000002,-0.2569499999999998,0.351,0.173478,-0.17752199999999999,3.2799388733300012,4.44928918859936
C1=CN=CC=C1C#N,7506,4.429,4.749,3.6515,4.306712,-0.7775000000000003,-0.44228799999999957,0.0035,0.002452,-0.0010479999999999999,3.4203407624120064,4.362606411683123
CC1=NC2=C(C=C1)C=C(C=C2)F,70784,3.62,4.306,2.8781,4.290082,-0.7419000000000002,-0.0159180000000001,0.0625,0.048097,-0.014403,2.9029857501499943,4.290176254869734
C1=CC(=O)C(=CC1=O)O,151011,1.419,2.022,1.9106,2.505826,0.49160000000000004,0.4838260000000001,0.0276,1e-06,-0.027599,1.7208431207809871,2.5981622387942753
CC1=NC2=CC3=CC=CC=C3C=C2N=C1C,343551,2.383,3.296,1.8836,3.11623,-0.49940000000000007,-0.17976999999999999,0.0058,0.031473,0.025673,1.7729696259547083,3.2872254244301558
C[N+](C)(C)C(CC1=CN=CN1)C(=O)[O-],5459798,4.762,5.093,4.0845,4.514254,-0.6774999999999993,-0.5787459999999998,0.0056,0.001731,-0.003869,3.82537157597984,4.246568158799647
CCCCCCCCCC1=CC=CN1,57221515,4.821,4.988,4.004,4.582449,-0.8170000000000002,-0.405551,0.0011,0.004011,0.0029109999999999995,3.9374537164674006,4.683572698446111
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C4=CC=CC=C4,8677,3.914,4.631,2.8396,3.940262,-1.0744000000000002,-0.6907380000000001,1.9908,1.307888,-0.682912,3.046744619936101,4.421326127658558
CC1=CC(=CC=C1)C(=O)O,7418,4.345,4.712,3.5003,4.72264,-0.8446999999999996,0.010640000000000427,0.0218,0.009486,-0.012314,3.3608684469641315,4.7517654023201965
CN1N=C(N=N1)C2=CC=CC3=CC=CC=C32,70305358,3.08,4.12,2.4781,3.858443,-0.6019000000000001,-0.26155700000000026,0.4033,0.177705,-0.225595,2.4365934244775302,4.107994810129181
CC1=NC2=C(C=C1)C=CC3=C2N=C(C=C3)CBr,343262,3.512,4.05,2.7815,3.953319,-0.7305000000000001,-0.0966809999999998,0.0092,0.00094,-0.00826,2.7734571777576567,3.88459842781624
C1=C(C(=NC(=N1)N)N)C=O,309176,3.189,4.103,3.2733,4.071659,0.08429999999999982,-0.0313409999999994,0.0,0.000313,0.000313,2.721131267341588,3.824494042753149
CC(=O)CC(=O)C1=CC=CO1,12168,3.071,3.894,2.8566,3.745749,-0.21440000000000037,-0.14825100000000013,0.0282,0.011265,-0.016935,2.8334567722662283,3.7720231039931567
CCSCC(C)O,86041,5.25,5.26,5.0279,5.41961,-0.2221000000000002,0.1596099999999998,0.001,0.007022,0.006022,4.900069161829944,5.200118834649431
C1=CC=C(C=C1)N(CC(=O)O)CC(=O)O,136915,3.734,3.95,3.6238,4.72044,-0.11019999999999985,0.7704399999999998,0.1126,0.024237,-0.088363,3.6055789691994864,4.258308834055369
CC(COC(C)(C)C)O,41097558,7.006,7.007,6.1092,6.169949,-0.8967999999999998,-0.8370509999999998,0.0019,0.000198,-0.001702,6.0931724044474915,6.283357075653712
C1=CC=C(C=C1)C=CC=N,53851492,3.121,4.526,2.3869,4.259619,-0.7341000000000002,-0.266381,0.1506,0.002478,-0.148122,2.0132923446779323,3.550219025253166
CCCCCCCCCCCCCCC=C,12395,5.564,6.855,4.1388,6.400181,-1.4252000000000002,-0.45481900000000053,0.0378,0.022585,-0.015215,4.1847171038238375,6.3550805699471296
C1CCC2=NCCCN2CC1,81184,4.466,4.714,4.0719,4.811559,-0.3940999999999999,0.09755899999999951,0.0009,0.002331,0.0014310000000000002,4.19964896661262,4.750623333006397
CC1=C(C2=CC=CC=C2C=C1)CC(=O)O,66551,3.33,4.173,2.6641,4.192291,-0.6659000000000002,0.019290999999999947,0.003,0.088477,0.085477,2.650405859857857,4.242012834161182
CCCC1=CC(=O)OC2=C1C=CC(=C2)O,5322246,3.088,4.094,2.7591,4.147761,-0.32889999999999997,0.053760999999999726,0.3774,0.27969,-0.09771000000000002,2.835494022861353,4.165898213749689
C(CO)N(C(CO)CO)C(CO)CO,18676231,4.931,4.949,4.8651,4.925794,-0.06590000000000007,-0.02320600000000006,0.03,0.001337,-0.028662999999999998,4.692314753459955,4.7657295237402755
C1=CC2=C(C=CN2)C=C1C(=O)N,14973220,3.695,4.369,3.1738,4.327015,-0.5211999999999999,-0.041984999999999495,0.0077,0.018904,0.011204,3.1929433871313595,4.273366562316937
C(CCOO)CC(=O)O,21301761,5.367,5.37,4.5287,5.673624,-0.8383000000000003,0.3036240000000001,0.0007,0.001422,0.0007220000000000001,4.151627128717086,4.926297608248176
C1=CC=C2C=C(C=CC2=C1)C3=NC=NC=C3,3301513,3.274,4.022,2.5301,3.70242,-0.7439,-0.3195800000000002,0.0384,0.090351,0.051951000000000004,2.569004392385864,3.8044924306514964
OP=O,22497,3.915,3.915,6.5047,6.710661,2.5896999999999997,2.795661,0.051,0.000635,-0.050365,3.4467848287154728,4.439766002286058
CC(C1=CC(=CC=C1)O)N(C)C,10313270,4.377,4.761,3.6825,4.516834,-0.6944999999999997,-0.24416599999999988,0.0306,0.002249,-0.028350999999999998,3.726231479579879,4.743308484175062
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)Cl,8481,3.854,4.49,3.1381,3.821355,-0.7159,-0.6686450000000002,0.1775,0.168744,-0.008755999999999986,3.2010348563650135,4.4394576547574465
CC1=C2C(=C(C=C1)C(C)C)C=C(C(=O)C2=O)C,21742,1.291,1.268,1.6431,2.100376,0.3521000000000001,0.8323759999999998,0.0006,1.8e-05,-0.0005819999999999999,1.2987672176688565,1.5361314140092848
C1=CC(=CN=C1)O,7971,4.201,5.045,3.7914,4.834493,-0.40959999999999974,-0.21050699999999978,0.1008,0.004116,-0.096684,3.5997760330414943,4.898944203355146
CSCCSCCS,13911883,5.144,5.151,4.5643,4.930098,-0.5796999999999999,-0.2209019999999997,0.0008,0.000944,0.00014399999999999992,4.661769016141486,5.061403907492418
CCOP(=O)(OCC)SCCSCC,24723,5.38,5.4,4.5867,4.887116,-0.7932999999999995,-0.5128840000000006,0.0019,0.01593,0.014029999999999999,4.79825708201986,5.128822254517287
CC1=C(C2=C(C=C1)NC=N2)C,13567341,4.06,4.632,3.3631,4.884588,-0.6968999999999994,0.25258800000000026,0.0597,0.068086,0.00838599999999999,3.4111304984538315,4.832387856402589
C1=CC2=C3C(=C1)C(=O)OC(=O)C3=CC=C2,6693,2.758,3.873,2.3326,3.744935,-0.4254000000000002,-0.12806500000000032,0.3702,0.172936,-0.19726399999999997,2.182754128347136,3.6345074082216287
[N+](=O)(O)[O-],12025424,5.496,5.496,3.8843,4.728509,-1.6117000000000004,-0.7674910000000006,0.0,1e-05,1e-05,5.0248473706394705,5.46450050649681
C1CCC(CC1)C2=CC=CC=C2C3=CC=CC=C3,19834728,4.723,4.941,3.5557,4.968289,-1.1673,0.027289000000000563,0.003,0.006343,0.0033429999999999996,3.632432112123731,4.8906243090594845
C1=CC=C2C=C(C=CC2=C1)N=NC3=CC4=CC=CC=C4C=C3,11395,1.585,1.65,1.7556,2.476936,0.17060000000000008,0.8269359999999999,0.0438,0.0,-0.0438,1.541061505410895,2.255118904537884
C(CO)N(CCO)CCO,7618,4.753,4.782,5.5021,5.60346,0.7491000000000003,0.8214600000000001,0.0412,0.044074,0.0028740000000000016,4.680600033842337,4.7527930534193565
CC1=COC2=C1C=CC=N2,15743081,3.824,4.797,3.2135,4.747417,-0.6105,-0.04958299999999927,0.1116,0.136298,0.024697999999999998,3.257034752949806,4.839689814884485
CC1=C(C=CC(=C1)C#C)F,16213797,4.381,4.777,3.2062,4.858695,-1.1748000000000003,0.08169499999999985,0.0031,0.014863,0.011763,3.2126254414445845,4.835623147370631
C1=CC2=CC3=C(C=C2C(=C1)CO)C(=CC=C3)CO,12969385,2.323,3.414,1.8398,3.194452,-0.48319999999999985,-0.21954800000000008,0.2187,0.072755,-0.145945,1.6532264323650911,3.2707031589362647
CC1=CC2=C3C(=C1)C=CC4=CC(=CC(=C43)C=C2)C,27441,2.781,3.693,2.1263,3.63598,-0.6547000000000001,-0.05702000000000007,0.0069,0.277805,0.270905,2.16313128636207,3.5478589297920777
CC1=CC=C(O1)C,12266,4.054,5.418,3.6233,5.150474,-0.4307000000000003,-0.26752600000000015,0.0,0.0,0.0,3.528850234044308,5.503011502582993
CC1=CC=C(C=C1)N=CC2=CC=C(C=C2)[N+](=O)[O-],617549,2.697,3.04,2.1947,2.930188,-0.5023,-0.10981200000000024,0.2952,0.384155,0.088955,2.231306669398157,2.825214685647375
CC[N+](CC)(CCCl)[O-],14831447,3.602,3.631,4.8411,4.920938,1.2391,1.2899379999999998,0.0134,0.009231,-0.004169000000000001,5.072071840152624,5.181837430508424
CCCCCCCNC(=O)CC#N,4645528,5.369,5.826,4.4236,5.671238,-0.9453999999999994,-0.15476199999999984,0.0214,0.001615,-0.019785,4.453382097712818,5.618954513253481
CCCCCCCCCCOC(=O)C(=C)C,18510,4.413,5.194,3.4495,4.790347,-0.9635000000000002,-0.40365300000000026,0.0025,0.000126,-0.0023740000000000002,3.3878154946308694,4.859260706519897
C1=CC=C2C(=C1)C=CC3=C2C=CC=C3O,98490,3.334,3.871,2.6977,3.841272,-0.6362999999999999,-0.029727999999999977,0.0575,0.042789,-0.014711000000000002,2.781637220181601,3.7606730969005864
C1C2=CC=CC3=C2C4=C(C=C3)C5=CC=CC=C5C=C41,67458,3.202,3.788,2.5011,3.745852,-0.7008999999999999,-0.04214799999999963,0.0008,0.091951,0.09115100000000001,2.5334321302267866,3.5882801354235685
CN(C)CCOCCN(C)C,18204,5.582,5.623,5.2708,5.416408,-0.3111999999999995,-0.20659200000000055,0.0518,0.024524,-0.027275999999999998,5.309580767976789,5.438998845086959
C(C(C(C(=O)[O-])[NH3+])O)F,44715418,5.427,5.432,5.2313,5.771878,-0.19569999999999954,0.3398779999999997,0.0062,0.000637,-0.005563,4.775249463688468,5.259390055542126
C1=CC(=NC=C1C(F)(F)F)CC#N,25378598,4.73,5.16,3.8259,4.909102,-0.9041000000000006,-0.2508980000000003,0.0039,0.003548,-0.0003519999999999999,3.756889688135209,5.024826959168386
COC(=O)C(=C)C(F)(F)F,2782391,4.855,5.072,3.627,4.604163,-1.2280000000000006,-0.4678370000000003,0.001,2e-06,-0.000998,3.7668509541445188,4.627337786345931
CCN(CC)CC=CCN(CC)CC,66922,5.406,5.508,4.0367,4.920608,-1.3693,-0.5873920000000004,0.0101,0.021245,0.011145,4.3958167767947,4.740264740552417
CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3,4592,3.549,4.489,3.2996,4.403543,-0.24940000000000007,-0.0854569999999999,0.376,0.245449,-0.130551,3.14301979590838,4.372076884240437
C1=CC=C(C=C1)CNC2=CC=CC=C2,66028,3.713,4.308,3.5515,4.265758,-0.1615000000000002,-0.04224199999999989,0.0655,0.019111,-0.046389,3.2876416605410705,4.321711248789407
COC1=C(C=C2C(=C1)C=CC(=O)O2)OC,8417,2.689,3.566,2.6444,3.892109,-0.04459999999999997,0.3261090000000002,0.2963,0.248349,-0.04795100000000002,2.54290715639566,3.730792263004085
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,6134,6.526,6.532,5.9987,6.05957,-0.5272999999999994,-0.4724300000000001,0.0252,0.007845,-0.017355000000000002,6.0315874174924025,6.1535467506861155
COC1=CC=C(C=C1)C(=O)N,76959,3.863,4.446,3.4183,4.642365,-0.4447000000000001,0.19636500000000012,0.0695,0.014719,-0.05478100000000001,3.2237780446208015,4.45347430306434
C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)O,6688,1.7,2.647,1.8775,2.7667,0.1775,0.11970000000000036,0.3397,2.6e-05,-0.339674,1.7223928191427988,2.7514542381884977
CC1=CC(=CC=C1)CCN,410085,4.899,4.977,3.6881,5.200993,-1.2109,0.2239930000000001,0.0014,0.001314,-8.599999999999992e-05,3.61854041079381,5.211933176612882
C(C1=C(C(=C(C(=C1F)F)F)F)F)F,12701527,4.562,4.773,3.6858,5.130783,-0.8762000000000003,0.3577830000000004,0.0103,0.021781,0.011480999999999998,3.68981019496729,5.201778480629937
C1=CC(=NC=C1CN2C=CN=C2N)Cl,9815679,4.432,4.802,3.3176,3.397396,-1.1144000000000003,-1.4046039999999995,0.0289,0.004143,-0.024756999999999998,3.6873098247775906,4.31300059288558
CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2,5457,3.466,4.112,3.1822,3.652442,-0.2838000000000003,-0.4595579999999999,0.0939,0.007176,-0.086724,3.1667165249250453,4.03863330344833
CCOC1=CC2=CC=CC=C2C=C1,7129,3.141,3.969,2.6006,4.000084,-0.5404,0.031084000000000334,0.0865,0.058703,-0.027796999999999995,2.65166833735531,4.002787970980977
C=CCOC1=CC2=CC=CC=C2OC1=O,13033945,2.703,4.003,2.5892,4.107833,-0.1137999999999999,0.10483300000000018,0.5591,0.353123,-0.20597700000000002,2.3568936331951424,3.9631280915591276
C=CC=C(C1=CC=CC=C1)C2=CC=CC=C2,609776,2.997,4.453,2.2389,4.014925,-0.7580999999999998,-0.43807500000000044,0.9989,0.49807,-0.50083,2.0682931122810295,3.913559833237274
CC1(C2=CC=CC=C2C3=C1C=C(C=C3)N)C,22617093,3.37,4.299,2.88,4.087389,-0.4900000000000002,-0.21161100000000044,0.6501,0.201682,-0.448418,2.9469920427531466,4.2305106719496886
C1=CSC(=C1)C(=O)C2=CC=CS2,69713,3.089,3.822,2.7898,3.557325,-0.2991999999999999,-0.264675,0.0012,0.00021,-0.00099,2.819199015695656,3.6830007701523755
C1=C(NC(=C1)O)C(O)O,57014463,3.988,4.056,3.8437,4.292957,-0.14429999999999987,0.2369570000000003,0.0057,0.002753,-0.0029470000000000004,3.5626283221769817,4.122585460427052
CCCCCCC(=CC1=CC=CC=C1)C=O,1550884,3.162,3.583,2.6688,3.413349,-0.49319999999999986,-0.169651,0.0072,0.011518,0.004318000000000001,2.4787385630967065,3.4300908550867812
CCNC1=CC=CC(=C1)C,7603,3.664,4.219,3.5349,4.559671,-0.12910000000000021,0.3406709999999995,0.0609,0.028818,-0.032082,3.45254946318132,4.398407758450069
C1=CC=C2C(=C1)C=C3C4=CC=CC=C4C5=CC=CC=C5C3=N2,9165,3.145,3.783,2.3264,3.441834,-0.8186,-0.34116599999999986,0.11,0.0231,-0.0869,2.3262477389938923,3.5037782541326736
C1=NC(=C2C(=N1)N(C=N2)CC=C(CO)CO)N,147104,3.705,4.802,3.4986,4.720047,-0.20639999999999992,-0.0819529999999995,0.4363,0.012695,-0.423605,3.353476425931009,4.8571981877352846
COC1=C(C=CC(=C1)[N+](=O)[O-])N,7337,2.556,3.636,2.4835,3.555526,-0.07250000000000023,-0.08047400000000016,0.3724,0.239063,-0.133337,2.4053787144531666,3.6363340856404966
CC1=CC(=CC=C1)C2=CC=CC(=C2)C,11931,4.334,4.825,3.2445,4.752993,-1.0894999999999997,-0.07200700000000015,0.0005,0.253593,0.253093,3.2315497778079663,4.79248692703392
C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,9154,2.89,3.28,2.3651,3.349318,-0.5249000000000001,0.06931799999999999,0.002,0.004049,0.0020489999999999996,2.3774430474364006,3.179215363684809
C1=CC=C2C(=C1)C=CC=C2C3=NN=CN=N3,12288288,1.882,1.886,1.3647,2.145561,-0.5172999999999999,0.25956099999999993,0.0062,0.003763,-0.002437,1.3619173035855596,2.036177584778073
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)O,442997,4.397,4.681,3.5181,3.972586,-0.8789000000000002,-0.7084139999999999,0.019,0.003783,-0.015217,3.5125543075665555,4.432222389695957
C1=CC=C2C(=C1)SC3=CC=CC=C3S2,7109,3.448,3.819,2.7787,3.438458,-0.6692999999999998,-0.38054200000000016,0.0,0.0,0.0,3.1096017399809637,3.928022374305765
CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,14985,3.592,4.14,3.4872,4.368073,-0.1048,0.2280730000000002,0.1254,0.000591,-0.12480900000000002,3.279815152200185,4.296776836892949
C1=CC=C(C=C1)C(=C(Cl)Cl)C2=CC=CC=C2,101306,4.008,4.934,3.6483,5.057591,-0.35970000000000013,0.12359100000000023,0.0008,0.000463,-0.00033700000000000006,3.013346205322655,4.571137583501163
C1=CC=C(C=C1)CNCCC2=CN=CN2,14712103,4.875,5.031,3.7358,5.150155,-1.1392000000000002,0.11915500000000012,0.0,0.003322,0.003322,3.881039700228665,4.8992823762166875
C1=CC=C(C=C1)CSSCC2=CC=CC=C2,9012,4.999,5.09,3.6111,4.360147,-1.3878999999999997,-0.7298529999999994,0.0,0.034878,0.034878,3.6157756143526862,4.475538875532054
C1=CC=C2C(=C1)C(=NC=N2)Cl,78864,3.563,4.167,2.8767,4.002427,-0.6863000000000001,-0.16457299999999986,0.0034,0.002252,-0.0011479999999999997,2.819951369044376,4.073876061746474
CC1=CC2=C(CC3=CC=CC=C32)C=C1,75650,3.804,4.617,3.0488,4.459949,-0.7551999999999999,-0.15705100000000005,0.0333,0.202894,0.169594,3.028881207069262,4.406216910048509
CN1C2=CC=CC=C2N(C3=CC=CC=C31)C,288679,2.21,2.445,2.8574,3.494401,0.6474000000000002,1.049401,0.0001,0.0,-0.0001,2.489047693870824,3.005745619618094
C1=CC2=C3C(=C1C=C2)C(=O)NC3=O,21329632,0.1,0.1,2.1975,2.733048,2.0974999999999997,2.633048,0.0,1.5e-05,1.5e-05,-0.2927955304827422,-0.07667081422997896
CC(CO)OC(C)COC(C)COC,33023,6.714,6.714,6.1919,6.279471,-0.5221,-0.4345290000000004,0.0236,0.004157,-0.019443,6.248139171663783,6.355098235913586
C1=CSC2=C1SC(=C2)C(=O)O,660319,2.902,4.066,2.6313,4.109041,-0.27070000000000016,0.04304100000000055,0.2208,0.207818,-0.012981999999999994,2.5845432294100714,4.002408816897151
C=CC#CC1=CC=C(S1)C2=CC=CS2,70813,2.53,3.675,1.8646,3.252513,-0.6653999999999998,-0.42248699999999983,1.7046,0.909485,-0.7951149999999999,1.8763203367465418,3.263186618612237
CCCCOC(=O)C=CC,5366039,4.37,5.079,4.8306,5.397567,0.46059999999999945,0.3185669999999998,0.0021,0.002713,0.0006130000000000003,3.8420954928084177,5.035852104829073
CC1=CC(=C(C=C1)C)C,7247,4.802,4.903,3.6361,5.142126,-1.1658999999999997,0.23912600000000062,0.0002,0.002349,0.002149,3.5498448818107247,5.145912320011144
CC(C(C)OC(C)C(C)O)O,185767,6.744,6.749,6.0301,6.10014,-0.7138999999999998,-0.64886,0.0076,0.001933,-0.005667,5.981033118492705,6.152197777612496
C1=CC2=C(C=C1F)C(=CN2)CC(=O)O,96750,3.609,4.418,3.2296,4.587535,-0.37939999999999996,0.16953499999999977,0.1138,0.060291,-0.053509,3.246359147680734,4.486872763217404
CC(C)C1=CC2=C(C=C1)C=C(C=C2)C(C)C,32241,3.44,4.189,2.6424,4.186698,-0.7976000000000001,-0.0023020000000002483,0.0117,0.035901,0.024201,2.7145613310951497,4.320061150690827
CC(C)(C)OOC(C)(C)C1=CC=C(C=C1)C(C)(C)OOC(C)(C)C,17721,4.983,4.967,3.6658,4.732957,-1.3171999999999997,-0.23404299999999978,0.0031,0.001686,-0.001414,3.570030329363144,4.785244666943233
C1=CC=C2C(=C1)C(C3=CC=CC=C32)F,12685099,3.768,4.622,2.9583,4.227098,-0.8096999999999999,-0.3949020000000001,0.2183,0.039187,-0.179113,3.060766654848311,4.436664430232931
C1=CC(=CC=C1CN=[N+]=[N-])C#N,11073691,4.544,4.578,3.3525,4.320852,-1.1914999999999996,-0.25714799999999993,0.0023,0.001389,-0.0009109999999999999,3.810705899510255,4.401142214559461
C1C2=CC=CC=C2CN1,422478,4.907,5.003,3.7264,5.158849,-1.1806,0.1558489999999999,0.0038,0.002079,-0.0017209999999999999,3.677971523546282,5.048886935100388
CC(C)CC(=O)O,10430,5.839,5.842,5.1424,5.722754,-0.6966000000000001,-0.11924599999999952,0.0044,0.000431,-0.003969,5.131580393924558,5.720738288521636
CN1C=CC(=N1)Cl,13630086,5.216,5.932,4.3355,5.931213,-0.8805000000000005,-0.0007870000000007593,0.0003,0.002649,0.002349,4.35185455544495,5.795052413439595
CC(COC(=O)C=C)O,61249,4.669,5.136,3.5136,4.803598,-1.1553999999999998,-0.3324020000000001,0.0013,0.003166,0.001866,3.5738883102887655,4.9853394674501095
COC1=CC(=CC(=C1O)OC)O,96038,3.818,4.319,3.5869,4.673354,-0.23110000000000008,0.35435399999999984,0.0533,0.003249,-0.050051,3.5402390105410397,4.636689127173296
CC1=CC(=CC(=C1)C(=O)NCC(=O)O)C,152465,4.476,4.689,3.4771,4.707178,-0.9988999999999999,0.018177999999999805,0.0149,0.031483,0.016582999999999997,3.3965528720069225,4.602703118742912
CCC1=CC2=C(C=CC2=C(C=C1)C)C,10719,1.297,1.541,1.8406,2.258932,0.5436000000000001,0.7179320000000002,0.0143,0.011985,-0.0023149999999999993,0.6238950189471515,1.6096400612759283
C1CSC(SC1)C2=CC=CC=C2,21547,5.019,5.045,3.7066,4.459819,-1.3124000000000002,-0.5851809999999995,0.0008,0.008304,0.007504,4.016020307689557,4.544817964949662
C1CCN(C1)CCC(=O)C2=CC=CS2,224019,3.151,4.022,2.8501,3.3799,-0.30089999999999995,-0.6421000000000001,0.0007,0.000667,-3.300000000000004e-05,2.7351774684968775,3.8218225344761203
C1=C(N=C2C(=N1)N=CN2)Br,13317207,3.684,4.05,3.1646,3.977169,-0.5194000000000001,-0.07283099999999987,0.0022,0.002206,5.999999999999929e-06,2.909322156122376,3.7795228728174064
CC1=NC(=CC=C1)C(=O)C(=O)C2=CC=CC(=N2)C,81128,2.501,2.507,2.6326,3.08003,0.13160000000000016,0.5730299999999997,0.0004,0.003582,0.003182,2.2246212582640363,2.6875703556451134
CCCN(C1=CC=NC=C1)N2C=CC=C2,10845752,3.865,4.421,3.7766,4.941279,-0.08840000000000003,0.5202789999999995,0.042,0.017047,-0.024953000000000003,3.6506724537440167,4.619065603331625
CCC1=CC=C(N1)C,524236,4.518,4.879,3.8516,4.470123,-0.6663999999999999,-0.4088769999999995,0.0022,0.011017,0.008817,3.80173053072083,4.617669237031472
C1=CC=C2C=NC(=CC2=C1)C#N,5076808,3.404,4.351,2.6826,4.243128,-0.7214,-0.10787200000000041,0.0121,0.042892,0.030792,2.7495959493025985,4.277348093099464
C1=CSC(=C1)C(CC(=O)O)N,249306,4.176,4.889,3.3556,5.117607,-0.8204000000000002,0.22860699999999934,0.0063,0.001631,-0.0046689999999999995,3.4884393652885413,4.924301042030225
CS(C)(S)S,21998023,4.539,4.596,1.8869,3.105506,-2.6521,-1.490494,0.0031,0.000631,-0.002469,3.7681211902807195,4.4378547864295435
C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2,9117,2.799,3.515,2.1489,3.105894,-0.6501000000000001,-0.40910599999999997,0.0015,0.061037,0.059537,1.960150220790851,3.277981063779614
CCCCCCCCC=O,31289,4.393,4.393,3.6,4.23887,-0.7929999999999997,-0.15412999999999943,0.0002,0.000243,4.299999999999999e-05,3.668804142356433,4.266113439298915
