SMILES,CID,xtb_T1,xtb_S1,TDDFT_T1,TDDFT_S1,T1err,S1err,xtb_S1_fL,TDDFT_S1_fL,S1fLerr,xtb_ML_T1,xtb_ML_S1,xtb_ML_S1fL,xtb_Lin_T1,xtb_Lin_S1,xtb_Lin_S1fL
C1=CC=C2C=C3C(=CC2=C1)C(=O)NC3=O,335194,3.429,3.77,2.6554,3.781941,-0.7735999999999996,0.011941000000000201,0.0573,0.094792,0.037492000000000004,3.0048715935730654,3.579154826513758,-0.04489608936805233,2.960878846453359,3.844170093712379,0.04568067959692425
C[Si](C)(C)C1=CC=C(S1)C2=CC=CC=N2,5325037,3.077,4.148,2.5767,4.026699,-0.5002999999999997,-0.12130099999999988,0.8373,0.590379,-0.24692100000000006,2.4131041964447055,3.9324603453886913,0.6003083123774913,2.6936255769368778,4.140561509459277,0.3916920114314567
CC(C)(C)OC(=O)OC(C)(C)C,10219638,7.025,7.027,6.1915,6.604715,-0.8335000000000008,-0.42228500000000047,0.0,0.0,0.0,5.717636082354968,6.566525538622528,-0.030006613897086178,5.701086105892516,6.367539226776156,0.02091418254266364
CCNC1=NC(=NC(=N1)Cl)NCC,16212202,4.49,5.056,3.4685,4.873762,-1.0215,-0.1822379999999999,0.0548,0.000147,-0.054653,4.042097540714449,4.898197293802831,0.012626955845594444,3.7684187386131387,4.842066399448399,0.04407250456486624
C1=CC=C(C=C1)C#CC2=CC=C(C=C2)N,4617269,3.384,4.36,2.569,3.853241,-0.815,-0.5067590000000002,0.0427,1.052648,1.009948,2.531723029469699,3.673776858872834,-0.3910042849731686,2.922937347574158,4.301865780743883,0.03878841908451362
C1=CC(=CC=C1C(F)(F)F)N,9964,3.677,4.366,3.5144,4.755189,-0.16259999999999986,0.389189,0.0511,0.023261,-0.027839,3.569003163748285,4.67170034568754,0.01301120671652449,3.144002219259264,4.295315968716974,0.042916240422757955
C1=CC(=NC=C1[N+](=O)[O-])NCCN,122425,2.732,3.856,2.7442,3.7609,0.012199999999999989,-0.09509999999999996,0.6797,0.321765,-0.35793499999999995,2.612049220985125,3.706340597881831,0.4212813174413355,2.419738676109776,3.898608731555553,0.306150637608819
CN1C2=CC=CC=C2C3=C1C4=CC=CC=C4C=C3,83163,3.18,3.788,2.6658,3.699211,-0.5142000000000002,-0.08878899999999978,0.0479,0.044053,-0.0038469999999999963,2.708168568631409,3.7542343280772648,0.017056369698750944,2.7721676478024992,3.861011557914465,0.04061824501547163
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3,11775,3.44,3.987,3.1195,3.695336,-0.3205,-0.2916639999999999,0.0426,0.014561,-0.028039,3.212020378940352,4.0811984813573146,-0.07128841214344428,2.96156306019507,4.001756104365784,0.03929520092001722
C(CSCCC(=O)O)C(=O)O,8096,5.256,5.261,4.6884,5.039283,-0.5676000000000005,-0.22171699999999994,0.0023,0.0,-0.0023,4.643214384283142,5.054540003146925,0.007432748902693239,4.349986525410371,4.992286963066078,0.021904490431591563
C(CC(C(=O)[O-])N)C[NH+]=C(N)N,28782,4.332,4.715,4.4871,4.507548,0.15510000000000002,-0.20745199999999997,0.0199,0.001095,-0.018805000000000002,4.3234284487812715,4.992279013243631,-0.046989307048943676,3.6480228452466528,4.5766731696115635,0.029050774251170176
C(CC(C(=O)O)N)CN=C(N)N,71070,4.413,4.658,4.7519,5.376304,0.33889999999999976,0.7183039999999998,0.0451,0.010339,-0.034761,4.229081325090567,4.755273401740309,0.03168575572780916,3.709566265447613,4.534377085084393,0.039855367079770734
CCCC1=CC=CC=C1,7668,5.05,5.058,3.7444,5.29808,-1.3055999999999996,0.24007999999999985,0.0005,0.000987,0.000487,3.7948027903065897,5.394188650296907,-0.007282227555994267,4.197010531646242,4.8453707049608195,0.020543076246287522
C1=CC(=CC(=C1)N=NC2=CC=CC(=C2)C(F)(F)F)C(F)(F)F,220953,1.342,1.384,1.8299,2.593456,0.4879,1.2094560000000003,0.0259,8e-06,-0.025892,1.569984624902563,2.300981610205536,-0.007233294215756712,1.3606118741909714,1.97311763894152,0.03206591050928678
CC1=CC2=C(C=C1)N(C3=CC=CC=C32)C=O,10058925,3.72,4.196,3.124,4.230671,-0.5960000000000001,0.03467100000000034,0.1175,0.048033,-0.069467,3.3153773541860403,4.153163135993018,0.08578945305640095,3.176844097134184,4.162930416717702,0.07150599860745976
CCOC(=O)CCCCC(=O)C1=CC=CC=C1,3681727,3.934,3.953,3.2672,3.75631,-0.6668000000000003,-0.1966899999999998,0.0009,5.6e-05,-0.000844,3.1797599329390667,3.8453344461981325,-0.021337301264633204,3.3382390355770983,3.9755877703529605,0.023292821057667015
C1CC2=C3C(=CC=C2)CCN3C1,120264,3.426,3.92,3.4477,4.202045,0.021700000000000053,0.2820450000000001,0.0489,0.044949,-0.003950999999999996,3.3550404446435076,4.215751407498511,-0.029217086683306234,2.955044650344503,3.958560499167292,0.04154470140559448
CCCCNCC1COC2=CC=CC=C2O1,20504,4.108,4.575,3.6414,4.877634,-0.4665999999999997,0.3026339999999994,0.0512,0.050684,-0.0005160000000000026,3.8342137748452414,4.819882173744735,0.0237800756379002,3.4731847626101993,4.458072323821961,0.04295929728749395
CC(CC1=CC=CC2=CC=CC=C21)N,413939,3.385,4.229,2.6726,4.172467,-0.7123999999999997,-0.056532999999999944,0.0008,0.117228,0.116428,2.6301450574042455,4.192600574484113,0.040731880815579165,2.923701807163928,4.199654435547217,0.020161285333983342
CC1=C(NC2=CC=CC=C12)[N+](=O)[O-],15812330,2.196,3.108,2.1798,3.182211,-0.016199999999999992,0.07421100000000003,0.1312,0.046323,-0.08487700000000001,2.0365556794198354,3.1007604619874387,-0.013868780232570127,2.008949681109253,3.312091875858156,0.0768356475745208
CC1=CC=C(C=C1)C(C2=CC=C(C=C2)C)C(Cl)(Cl)Cl,20452,4.914,4.974,3.5668,4.496263,-1.3471999999999995,-0.4777370000000003,0.0005,0.050976,0.050476,3.537805174650202,4.765732949728996,0.0777172514305334,4.094981497795702,4.778841216651914,0.022725007221110396
C1=CC2=C(C(=C1)O)C(=CC=C2)O,68438,3.096,4.12,2.5731,4.007981,-0.5228999999999999,-0.11201900000000009,0.0851,0.085154,5.3999999999998494e-05,2.7151601221371644,4.170854833887878,0.05033583499799328,2.7002549856469824,4.103746287588617,0.05755557443299683
CC(C)CCCCC(=O)O,90716,5.853,5.864,5.1528,5.743973,-0.7001999999999997,-0.12002699999999944,0.0068,0.000326,-0.006474,5.129491558219766,5.714981559365839,-0.004720518878677895,4.808760479329875,5.465462711207415,0.023768500663798427
C[N+](C)(CCCl)[O-],57331,3.433,3.448,4.7845,4.85967,1.3515000000000006,1.4116700000000004,0.014,0.013826,-0.00017400000000000054,5.596644672959135,5.42669318093175,-0.008769010995129745,2.963929140556241,3.5938699409002686,0.026517682676456465
C1COC(CN1)COC2=CC=CC=C2,22011795,4.328,4.769,3.7219,5.039501,-0.6061000000000001,0.27050099999999944,0.0371,0.030688,-0.006412000000000001,3.872363244302823,4.911040558130049,0.017469087992257146,3.6413439587411567,4.611568872906091,0.03690981400914562
CCCCC,137286,8.689,8.693,8.1163,8.238801,-0.5726999999999993,-0.45419899999999913,0.0,0.036229,0.036229,7.708895670944701,7.863087219457427,-0.01803098163095323,6.972015591743037,7.670964044936038,0.020321794526651636
C1=C(C=NC(=N1)Cl)[N+](=O)[O-],82544,3.813,3.813,3.2029,3.604929,-0.6101000000000001,-0.20807100000000034,0.0,1e-06,1e-06,3.2113149268018644,3.6404827041250316,0.011948785723514113,3.25485823865627,3.880424748993966,0.019315441099426935
CC1=CC=C(C=C1)C#CC2=CC=C(C=C2)C,520354,3.74,4.669,2.6243,3.996118,-1.1157000000000004,-0.6728819999999995,1.6704,1.127059,-0.5433410000000001,2.596748511197776,4.42407197235693,1.7958170242236924,3.1922672338719535,4.536092961076921,0.7203390799551805
C1=CC(=CN=C1)C2=CN=CC=C2,68487,4.204,4.907,3.3573,4.612545,-0.8466999999999998,-0.29445500000000013,0.2836,0.084934,-0.198666,3.4954807930739165,4.718970803397465,0.22990167849372012,3.5485233202024054,4.726338119445527,0.14073961903930104
C1=CC2=C(C3=C(C=CC=[N+]3[O-])C=C2)N=C1,428955,2.211,2.538,1.8026,3.086866,-0.4083999999999999,0.5488660000000003,0.0,1.1e-05,1.1e-05,1.790055347977161,2.614686007839354,-0.007101961290243021,2.0262262487738054,2.88026981930627,0.019805636002230974
C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO,6303,3.679,4.769,3.4898,4.942192,-0.18920000000000003,0.17319200000000023,0.3841,0.207874,-0.176226,3.610842824516918,4.9856232902094995,0.23386573511603032,3.145529748462749,4.609147600809364,0.18629559999362696
CC(C)(C#N)N=[N+]=[N-],19783772,4.611,4.612,3.7334,4.283604,-0.8775999999999997,-0.3283959999999997,0.0014,0.000217,-0.001183,3.5315169175406202,4.137832729824745,-0.006821180761344711,3.8606206569507635,4.496510405174044,0.021087965918695186
C1=CSC(=N1)C2=NN=CS2,66861978,3.107,4.174,2.6676,4.099366,-0.4394,-0.07463400000000053,0.579,0.348702,-0.23029799999999995,2.570212430579104,3.8218433508294756,0.41948392255826134,2.708656396266148,4.145798168811915,0.27021342936408455
C(C(=O)O)C(=O)O,123087,5.721,5.721,5.2326,5.675869,-0.4884000000000004,-0.045131000000000476,0.0004,8.8e-05,-0.000312,4.825720890608753,5.485476676246729,0.010824287598587919,4.708697367404679,5.360740274260288,0.020498819902360344
CC=C1C2=CC=CC=C2C3=CC=CC=C31,250629,3.154,3.658,2.5021,3.571461,-0.6518999999999999,-0.0865389999999997,0.0462,0.010658,-0.035542,2.836992598428953,3.8855793062031174,0.03047068386786374,2.7403809448883747,3.7475863521204866,0.04177575875799246
C(C(F)F)(C(F)F)O,15502725,7.24,7.265,7.0673,7.431378,-0.17269999999999985,0.16637799999999991,0.053,0.016444,-0.036556,7.337463693768754,7.684663201245124,0.03322256095947458,5.876980237593871,6.5586735876411675,0.04376322867404758
C(#N)N1C(=O)C2=C(NC(=O)N2)NC1=O,57474142,2.849,4.065,3.1086,4.308134,0.25959999999999983,0.24313399999999952,0.2966,0.112872,-0.18372799999999997,2.694735081413631,4.055908031342374,0.08839177457074124,2.5091413135275737,4.06258141887492,0.14945670553117849
CC(C)CCOC(=O)C1=CC=C(C=C1)N(C)C,88836,3.071,4.118,3.1062,4.376465,0.035199999999999676,0.2584649999999993,0.0522,0.593182,0.540982,3.1428949940745965,4.390037833196149,-0.036649975470065675,2.6811608706034247,4.102188810506272,0.043389865934853916
C1=CC=C2C(=C1)C=CC(=N2)Cl,11928,3.6,4.351,2.8737,4.320017,-0.7263000000000002,-0.030982999999999983,0.0456,0.036676,-0.008924000000000001,2.8712306188737275,4.4002060417423285,0.04660081994193855,3.0851923449251064,4.283634890599391,0.040548112862278135
C1=CC=C(C=C1)CC(CC(=O)O)N,5706674,5.044,5.042,3.7362,5.265683,-1.3077999999999994,0.2236830000000003,0.0002,0.000322,0.00012200000000000001,3.88493827822556,5.2242568187273175,0.00846905615877921,4.194524094684645,4.833370766729947,0.023000053637538147
CC1=CN=C(O1)C#N,60069415,3.459,4.931,3.2211,5.127773,-0.23790000000000022,0.1967730000000003,0.5272,0.36731,-0.15988999999999998,3.2319143595967894,5.050885988535525,0.23243176086969647,2.9827974344305637,4.744781491150439,0.24740389138979518
CC1=C(C=CC(=C1)OC)C(=O)CCC(=O)O,287624,3.496,4.147,3.0834,3.984906,-0.41259999999999986,-0.16209400000000018,0.0029,0.000466,-0.002434,2.9773720367539207,4.108393337830788,0.015350262541014043,3.0127206356937353,4.137585832982033,0.022151793412760044
C[As](=O)(C)O,2513,4.59,4.661,5.3163,5.703624,0.7263000000000002,1.042624,0.0408,0.073653,0.03285299999999999,5.134181752184951,5.366459136541303,0.027852795279594528,3.841319300649993,4.525043838362768,0.0384813833549503
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,2585,3.568,3.955,3.1424,4.0837,-0.4256000000000002,0.12870000000000026,0.0837,0.081985,-0.0017149999999999943,3.3086536024752524,4.102153970921208,0.01891835116442281,3.059019938583621,3.98032396212492,0.05740821352020422
CCCCC1=CC=C(C=C1)N,7694,3.925,4.45,3.5229,4.606024,-0.4020999999999999,0.1560239999999995,0.0516,0.030352,-0.021248,3.695765808845522,4.725453846718811,0.12369542010126555,3.3312961837464963,4.367064491380841,0.04449754705842936
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,4539,2.788,3.435,2.9156,3.669592,0.12760000000000016,0.23459200000000013,0.1302,0.1479,0.017699999999999994,2.8594141383605445,3.5021922651282456,-0.01771028480247261,2.4714958872855513,3.5804757086404484,0.07652632879560214
CCCCCN=CN(C)C,523874,4.558,4.795,4.0096,5.108682,-0.5484,0.313682,0.0061,0.019513,0.013412999999999998,4.144551179594673,4.915601716250757,0.04964810931929838,3.825178888155793,4.640749676798299,0.023532164527253457
C1=C(N=NN1N)S,21946989,4.216,4.478,3.785,4.917725,-0.43100000000000005,0.43972500000000014,0.011,0.002505,-0.008494999999999999,3.8771812438787325,4.599366821902172,0.0019681693670199583,3.5577592330631376,4.390161571661346,0.027102094554529686
C1=CN=CC=C1CCCC2=CC=NC=C2,87019,5.026,5.337,3.8859,4.873859,-1.1401,-0.46314099999999936,0.0052,3.4e-05,-0.005166,3.982764161476241,4.910972552185175,0.02622335654567808,4.180638391023441,5.065736224885329,0.025091249495601493
C1=CN(N=C1)Br,22136308,3.323,3.323,2.9221,3.51381,-0.40090000000000003,0.19080999999999992,0.0005,1.3e-05,-0.000487,2.251217083583246,3.034167900626367,0.029285406967995885,2.879165526216373,3.4933084308054756,0.02070058605387208
CCCN1C(CC(CC1(C)C)O)(C)C,13841719,5.174,5.184,4.7665,4.809917,-0.40750000000000064,-0.3740829999999997,0.0107,0.018536,0.007836000000000001,4.5722346362021185,4.590648576830281,-0.00906604779460026,4.291569648835582,4.943314243017732,0.025057223326859612
C1=CN2C=NC3=C(C2=N1)NC=N3,104994,3.576,4.262,3.3802,4.310665,-0.1958000000000002,0.048665000000000624,0.1039,0.033794,-0.070106,3.1872770872987948,4.196419312622737,0.02027553625888638,3.065673648260687,4.21620432859671,0.0658814223084589
CC1=CC(=NC(=N1)SOC(=O)C)C,57219961,4.043,4.499,3.5821,4.3653,-0.4609000000000001,-0.13369999999999926,0.0667,0.001004,-0.06569599999999999,3.159478934615454,4.194054425302227,0.05613362054119846,3.429098991245729,4.410843421041659,0.049840775926078926
CSC1=CC(=NC=C1)C#N,20310447,3.615,4.072,3.2688,4.224166,-0.34620000000000006,0.15216600000000025,0.0418,0.03772,-0.00408,3.0301788866507398,3.966256197050292,0.01428236672538501,3.096467561530414,4.0679772353398285,0.03945960361997884
COC1=CC=C(C=C1)OC,9016,3.668,4.432,3.4784,4.611598,-0.1896,0.17959799999999948,0.1007,0.063139,-0.037561,3.471718318746167,4.681188591711075,0.08806399771422668,3.1443052114220538,4.3588847457715945,0.06433938559946506
CC1=NC=C(C=N1)O,535857,4.064,4.481,3.6273,4.16153,-0.4367000000000001,-0.3194699999999999,0.0073,0.004873,-0.0024270000000000003,3.530414614954664,4.412500803883384,-0.05203159434254807,3.4405799845812246,4.388679633709127,0.025035962496581785
C1=CC(=CC(=C1)F)C2=NC(=NC(=N2)N)N,12852432,4.037,4.502,2.9129,3.887793,-1.1240999999999999,-0.614207,0.0147,0.057256,0.042556000000000004,3.3177673342088903,4.349804907088122,-0.010018337740676326,3.419887255355452,4.405146016021487,0.02812972899841188
C1=CC(=CC=C1N)SC(F)(F)F,123054,3.737,4.35,3.4635,4.72023,-0.2735000000000003,0.3702300000000003,0.0587,0.0179,-0.0408,3.6216872736060695,4.5356693846131675,0.015383334772125605,3.189828095363803,4.282856152058219,0.046188562142693707
C1=CC=C(C=C1)C=CC2=CC3=CC=CC=C3N=C2,10243001,2.894,3.909,1.539,2.503401,-1.3550000000000002,-1.4055989999999996,1.0072,0.004843,-1.0023570000000002,1.7576574987614129,2.9670530394571166,0.3535413052164611,2.545974536095036,3.939432455401285,0.45458292416362245
CC1=NC(=CC=C1)C2=CC=CC(=N2)C,20445,3.829,4.43,3.2644,4.269151,-0.5646,-0.1608489999999998,0.008,0.000491,-0.007509,3.1330458169097004,4.475354014828121,0.0701058206717686,3.267474494516584,4.357331770945001,0.024351759876483924
C1=CC(=C(C(=C1C(=O)O)O)O)C(=O)O,88273,2.892,3.757,2.8456,3.825897,-0.046399999999999775,0.06889699999999976,0.1315,0.0673,-0.06420000000000001,2.6228779964927935,3.7722610357926714,0.01567357864933766,2.5507438170964027,3.8310816324159944,0.07708587748923554
B(O)(O)OC1=CC=CS1,15138998,3.888,4.826,3.2565,4.200505,-0.6315,-0.6254949999999999,0.0001,0.000364,0.000264,3.4941968949731645,5.115381306644722,0.0042521766659793835,3.3109000947590554,4.665030222189361,0.020366050870578814
CC1=C(C(=O)C=CN1CCCN)O,11600788,2.999,4.194,3.075,4.074599,0.07600000000000007,-0.11940099999999987,0.101,0.000433,-0.100567,3.0475207416279195,4.320455433633646,-0.014229989448093713,2.6210837371039224,4.1676111297715845,0.06461998598383792
C1=CSC(=C1)C2=CC=CS2,68120,2.822,4.078,2.5399,4.065627,-0.28210000000000024,-0.01237300000000019,0.7917,0.389727,-0.40197299999999997,2.315661237427534,3.8943543817139914,0.3585520645627148,2.4887144401956847,4.072681916000503,0.3529752116905718
C(COCCOCCN=[N+]=[N-])N=[N+]=[N-],10845705,4.56,4.56,3.7874,4.323904,-0.7725999999999997,-0.23609599999999986,0.0014,0.000184,-0.001216,3.866018406740356,4.309607826553884,0.03544651492627529,3.8244788885263588,4.460490898449452,0.01993807002390423
CCCC1=CC=CC=N1,69320,4.847,5.169,3.8875,4.829688,-0.9595000000000002,-0.3393119999999996,0.0187,0.004376,-0.014324000000000002,3.8369003317697197,4.939765257197198,0.022754459054845626,4.043329124821829,4.9333962331460945,0.027631984590659416
C1=CC=C(C=C1)C2=CC=CC=C2C3=CC=CC=C3,6766,4.316,4.787,3.2675,4.5298,-1.0484999999999998,-0.2572000000000001,0.0013,0.205052,0.20375200000000002,3.4593789744316537,4.47663282784342,0.12485009465128089,3.6320477997725997,4.623164894550463,0.021473921784231596
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,5755,3.128,3.07,2.9332,3.425779,-0.1948000000000003,0.35577900000000007,0.0,4e-06,4e-06,3.425179395771688,3.7635939013215602,-0.046711674479866794,2.727235692593007,3.295357114303422,0.019805636002230974
CC(C)C1=CC=C(C=C1)CO,325,4.935,4.963,3.6796,5.179581,-1.2553999999999994,0.2165809999999997,0.0009,0.001784,0.000884,3.66032552183397,5.190971879813072,0.003917681585395622,4.108112101457074,4.766622313449963,0.022360272549053054
C1C=CCSS1,5235087,4.434,4.436,3.2852,3.99341,-1.1488,-0.44259000000000004,0.0007,0.00656,0.00586,2.846478603334001,3.3741904247223777,-0.0035937406877522204,3.7256199168327853,4.361163965743476,0.020116829167514297
C1=C(C=NC(=N1)C#N)C#N,45080364,3.912,3.912,3.1955,3.7651,-0.7164999999999999,-0.14690000000000003,0.0,0.0,0.0,3.091838459398727,3.6857191254798893,-0.0009110631838848138,3.329201859376347,3.954550906443185,0.020321794526651636
C1CCC(=O)C(=O)C1,13006,2.878,2.893,2.2579,2.819419,-0.6201000000000003,-0.0735809999999999,0.0036,1.8e-05,-0.003582,2.5558852695042047,2.9761064293167445,0.04047376736701135,2.541879245846988,3.1660193172683324,0.0209164869052257
C1=CC(=CN=C1)C2=CC(=NC=C2)C3=CN=CC=C3,68123,4.05,4.392,3.1094,4.130117,-0.9405999999999999,-0.2618830000000001,0.0288,0.014898,-0.013902,3.3067745876279266,4.186625249803448,-0.14526405317310903,3.4365453737954113,4.3278252492397264,0.03332417212069112
CC(CC(=O)O)CC(C)(C)C,90960,5.879,5.883,5.1305,5.710835,-0.7484999999999999,-0.17216499999999968,0.0036,0.000357,-0.003243,4.991294648712513,5.546003028279437,0.0015483345516104441,4.83866645896825,5.495809242352578,0.024422066821021222
CC1=C(C=C(C=C1)N=C=O)[N+](=O)[O-],73137,2.995,3.506,2.8738,3.646783,-0.12119999999999997,0.14078300000000032,0.0764,0.036756,-0.039644,2.2950922891529206,3.4755753403454857,0.11359948614630538,2.631096937995315,3.6420307625376944,0.0532931909780452
C1=CC(=CN=C1)CC#N,80923,4.902,5.176,3.8577,4.83741,-1.0443000000000002,-0.33858999999999995,0.0149,0.004245,-0.010655000000000001,3.8299659186221864,4.86743486679457,0.02077322338401826,4.080751881900451,4.928952244767862,0.027281525023445698
CC1=CC(=CC(=C1)O)O,10436,4.259,4.661,3.697,4.967671,-0.5620000000000003,0.3066710000000006,0.0251,0.026864,0.0017639999999999982,3.773427912534691,5.056607666782525,0.04652589530246544,3.588523145678454,4.527349206662672,0.03170533347633485
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,448378,3.69,4.781,3.4988,4.944655,-0.19119999999999981,0.16365500000000033,0.4082,0.214576,-0.19362400000000002,3.5496336744752766,4.7998830812736415,0.22479564376403052,3.1599105366664024,4.630050387169035,0.20097619043738957
CC1=NC(=CC=C1)C,7937,4.727,5.19,3.767,4.983119,-0.9600000000000004,-0.2068810000000001,0.0093,0.003691,-0.005608999999999999,3.9952034284985416,5.203531787622484,-0.01872990707016319,3.9459550510886894,4.936996526642854,0.024918470963111332
C1=CC=C2C(=C1)C=CC(=C2O)C=O,443195,2.744,3.633,2.4061,3.432064,-0.3379000000000003,-0.200936,0.1741,0.084846,-0.089254,2.3940561018628097,3.558217662592398,0.08556082649683219,2.428935444654564,3.7237514336671578,0.09477113175404933
COP1(=O)OCC2=CC=CC=C2O1,119401,4.393,4.777,3.6987,5.108486,-0.6942999999999997,0.33148599999999995,0.036,0.020129,-0.015870999999999996,3.75754478468884,4.890773756403154,-0.03565253601280371,3.6927247221841575,4.62077721296906,0.037034759605030936
C1CCC(CC1)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])OC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],23117,3.217,3.632,2.7733,3.433344,-0.4437000000000002,-0.19865600000000017,0.2353,0.068587,-0.166713,2.9514527920520353,3.4227951586449996,0.010341114587160305,2.7908523165286545,3.7249229421767702,0.12287048414273682
CC(CC(C)(C)OO)O,15790339,6.398,6.426,4.4689,5.546838,-1.9291,-0.879162,0.0013,0.000746,-0.0005539999999999999,4.813621569319617,5.648914500533991,-0.00710784806524849,5.226035454070166,5.9094914806234,0.019893596529298712
CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2,60997,4.778,4.922,3.6608,5.124331,-1.1171999999999995,0.20233100000000004,0.0037,0.0088,0.0051,3.8058583308744205,4.8019093325552875,0.015996979577185752,3.984907045777547,4.728294597608707,0.022507286537895518
CCOC(=O)CC=CC=C,12943290,3.644,5.436,1.5763,3.091149,-2.0677000000000003,-2.344851,0.6458,3.4e-05,-0.6457660000000001,2.4076780000848683,4.464968409580536,0.06881598246335541,3.124832154483261,5.1392013191315575,0.3061292636083629
CCCP(C)CCC,6432597,6.333,6.384,5.0189,5.444024,-1.3140999999999998,-0.9399760000000006,0.0012,0.049718,0.048518,5.19950720991602,5.579245284348305,0.010678670235983269,5.1871281935772355,5.883757142935587,0.023016813043338347
CCC(C1=CC=C(O1)C(F)(F)F)N,58736050,4.044,5.489,3.5359,5.262163,-0.5080999999999998,-0.22683699999999973,0.307,0.1541,-0.1529,3.4273280428638397,5.396146510465488,0.2913197163855888,3.4239365542511915,5.17303331452888,0.15396725532628117
COC1=CC=CC(=C1)C=CC2=CC=CC=N2,5463336,3.063,4.04,2.2595,3.705518,-0.8035000000000001,-0.33448199999999995,0.3815,0.697247,0.31574699999999994,2.0651312725650626,3.2709279892351883,-0.1876734928126073,2.6663252639710864,4.044115888520819,0.182474649773449
CC=C1CC2CC1C=C2,5365543,4.999,5.885,3.6725,5.4111,-1.3264999999999998,-0.47389999999999954,0.071,0.062369,-0.008630999999999993,3.861040534696004,5.769897020441229,0.08014535917276731,4.156276395091248,5.487259911280472,0.05104534213168217
C1=CC=C(C=C1)CC2=CC(=CC=C2)CC3=CC=CC=C3,121648,4.958,5.007,3.6611,5.060526,-1.2969000000000004,0.05352600000000063,0.0004,0.00812,0.00772,3.7844515355646413,5.005493390545314,0.029501109462358375,4.122384674091163,4.7944873736083435,0.021086410001607627
C1=CC=C(C=C1)C(=O)C=O,14090,2.623,2.643,2.0184,2.570924,-0.6046,-0.07207599999999958,0.0022,2.6e-05,-0.002174,2.10551984224938,2.6866235735216937,0.04320988938501284,2.34624458472266,2.968119558869993,0.02129543409304954
CC1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,6528,4.511,4.839,3.6928,5.169549,-0.8182,0.33054899999999954,0.0247,0.006431,-0.018269,3.800334914303377,5.038027202033426,-0.04426862449372754,3.785983401282909,4.6751355078619,0.031253111476664444
C1C2=CC=CN2CC(=O)N1,55299476,4.869,5.22,3.9545,4.602409,-0.9144999999999999,-0.617591,0.0027,0.001771,-0.0009290000000000001,4.275775803912333,5.061221342318423,-0.033435939047749406,4.055489753913941,4.9632639606448095,0.021990303148421417
C1=CC=C(C=C1)C2=C(N=CC=C2)N,2762795,3.71,4.493,3.1918,4.13841,-0.5181999999999998,-0.35458999999999996,0.271,0.187943,-0.08305700000000002,3.1373974773781272,4.331677839449988,0.2144226512109686,3.169275312509984,4.398088995030475,0.13528274986585154
C[Si](C1=CC=CC=C1)(C2=CC=CC=C2)Cl,67349,5.117,5.103,3.677,5.172053,-1.44,0.06905300000000025,0.0,0.007357,0.007357,3.7043171140295756,5.0283738433263,-0.03604819811808539,4.250838337310637,4.881419217399365,0.022916405803215613
C=CCCSC=C,552069,4.412,5.206,3.5153,4.917955,-0.8967,-0.28804500000000033,0.0011,0.080996,0.079896,3.2962205830473685,4.904754657713693,0.019500258525733626,3.7056475572522727,4.952346596502144,0.02129637241071331
C1=CC=C2C(=C1)C(=CC=C2N)N,16719,2.476,3.341,2.3183,3.37049,-0.15770000000000017,0.029490000000000016,0.2277,0.090682,-0.13701800000000003,2.4110864453706964,3.333497676172758,0.036861007765118387,2.2236027153770213,3.4979977303542262,0.11957431313862334
C1=CC=NC(=C1)Cl,7977,4.887,5.401,3.8223,5.118528,-1.0646999999999998,-0.2824719999999994,0.045,0.00386,-0.041139999999999996,3.901239692078191,5.123132085971175,0.048098661157923085,4.068157387367458,5.101310358830185,0.040289771673862156
C1=NNC(=N1)N=[N+]=[N-],12340418,4.1,4.1,3.5198,4.067029,-0.5801999999999996,-0.03297099999999986,0.0011,0.000423,-0.0006770000000000001,3.5265135624445505,3.8171940835538005,-0.02793173895084089,3.4670746457962607,4.088171516765172,0.021387808054759604
C1=CC(=CC=C1F)S,67789,4.046,4.533,3.5318,4.571843,-0.5142000000000002,0.03884299999999996,0.0403,0.020782,-0.019518000000000004,3.5948165429259857,4.589445227238558,0.018572583952448027,3.4300910382668115,4.435026343129733,0.03783138452049395
CC(C)C1=CC=CC=C1C(C)C,11345,5.009,4.94,3.6943,5.222095,-1.3147000000000002,0.282095,0.0003,0.00153,0.00123,3.7873334088667145,5.141753830674716,-0.011050564753179401,4.1648255074832665,4.748587704250712,0.022109426616472236
CO,12812205,6.926,6.934,6.1396,6.431703,-0.7864000000000004,-0.5022970000000004,0.0005,0.000614,0.00011399999999999995,6.280344813763449,6.787985002356097,-0.030349513044318984,5.6435362207783974,6.31475271701787,0.022725007221110396
